Id,SalePrice
1461,123375.7492
1462,157538.4302
1463,165657.2721
1464,193685.3885
1465,214155.8781
1466,185641.2887
1467,175036.0051
1468,185836.8158
1469,210770.857
1470,92293.68022
1471,209420.9718
1472,165671.5932
1473,138820.7758
1474,161862.2463
1475,170518.9254
1476,360076.4357
1477,245037.6837
1478,353099.6973
1479,308755.9129
1480,429650.9726
1481,259183.0157
1482,250094.7906
1483,183151.0748
1484,192480.303
1485,220288.3764
1486,214712.7926
1487,255298.3829
1488,254587.5473
1489,200033.6422
1490,191157.5018
1491,208056.491
1492,111322.7663
1493,208623.3538
1494,270246.2463
1495,249102.9424
1496,210295.2963
1497,191222.699
1498,197666.7828
1499,190076.4165
1500,176558.6522
1501,228414.1929
1502,189493.5648
1503,248430.0713
1504,237803.9311
1505,213198.8364
1506,157466.8912
1507,186575.078
1508,189827.5395
1509,151323.7243
1510,127959.8422
1511,130595.162
1512,138764.3111
1513,144734.4129
1514,133883.7225
1515,172283.9823
1516,188099.7582
1517,190804.2709
1518,113310.8795
1519,224999.391
1520,121968.9049
1521,121784.3215
1522,201484.1747
1523,86442.84797
1524,123689.8899
1525,120019.1204
1526,119591.2323
1527,92616.50341
1528,149643.3523
1529,118252.6275
1530,182900.903
1531,149628.5251
1532,132272.7053
1533,119698.1216
1534,151275.5121
1535,152627.5626
1536,114335.016
1537,36838.18989
1538,200691.8173
1539,195819.519
1540,96557.41314
1541,136908.5182
1542,111957.8057
1543,189352.6416
1544,91277.35781
1545,150629.4452
1546,169194.1281
1547,161276.5162
1548,142351.727
1549,111467.2723
1550,128798.4265
1551,151912.9665
1552,86544.82331
1553,152387.2857
1554,144111.6286
1555,162113.4863
1556,101345.6858
1557,104503.7868
1558,129311.6425
1559,44337.21804
1560,129953.8663
1561,88214.72046
1562,128463.4865
1563,116961.3423
1564,155672.3077
1565,155997.8277
1566,232227.35
1567,82572.86699
1568,204071.5053
1569,77498.48048
1570,167166.8939
1571,106207.3516
1572,122840.4501
1573,250263.7414
1574,109561.6551
1575,227167.7239
1576,202953.9845
1577,202792.3406
1578,148966.4911
1579,144509.6489
1580,212695.1943
1581,144019.3165
1582,123066.4326
1583,260735.1225
1584,212740.054
1585,175352.2214
1586,61012.80961
1587,117179.1193
1588,124427.6842
1589,87137.22215
1590,166613.8289
1591,84947.66516
1592,141018.048
1593,153494.5929
1594,106508.2076
1595,118898.3954
1596,234080.3805
1597,147851.8178
1598,213448.1823
1599,221954.5181
1600,217099.4807
1601,39611.02849
1602,137131.0171
1603,71558.5666
1604,245794.7106
1605,241304.813
1606,176215.0791
1607,152281.1159
1608,223695.6446
1609,200727.7864
1610,147135.4225
1611,142042.5645
1612,146670.9464
1613,164182.1581
1614,134993.0342
1615,93829.85229
1616,79765.27957
1617,90296.34669
1618,126882.9385
1619,139301.3131
1620,121344.4884
1621,141683.9291
1622,120579.3043
1623,255786.4931
1624,189136.8008
1625,144245.9086
1626,190867.3849
1627,187518.1965
1628,254913.3254
1629,212985.5145
1630,239371.5433
1631,219457.9996
1632,218956.0708
1633,212622.8589
1634,184771.9891
1635,184644.6082
1636,184944.2055
1637,168800.298
1638,216735.6224
1639,191067.7158
1640,219876.2475
1641,188837.5969
1642,259747.9985
1643,237946.7737
1644,239924.6731
1645,175554.9854
1646,181828.505
1647,193531.3402
1648,117791.7788
1649,138805.0588
1650,95540.85285
1651,103128.4642
1652,166504.3907
1653,166467.5219
1654,157456.6622
1655,183178.2024
1656,157921.4622
1657,158355.5687
1658,158355.5687
1659,170727.5531
1660,168123.349
1661,427875.5346
1662,320904.1464
1663,375376.1079
1664,421476.7958
1665,366080.2536
1666,281671.3057
1667,307963.6026
1668,363630.9111
1669,324821.6884
1670,367402.6514
1671,243054.3321
1672,362873.6293
1673,256535.3821
1674,264690.4361
1675,200579.6704
1676,192527.5291
1677,227975.0347
1678,418678.8306
1679,322298.8635
1680,361476.1585
1681,371269.6261
1682,265019.0058
1683,217513.5712
1684,217904.5878
1685,189360.7543
1686,209666.7317
1687,215724.496
1688,225343.1442
1689,216540.2335
1690,214754.4345
1691,213820.6452
1692,178620.4402
1693,198564.3368
1694,186706.2094
1695,211654.5107
1696,233167.9241
1697,216625.2388
1698,270121.1879
1699,292716.7403
1700,227767.3763
1701,261055.2525
1702,241720.9591
1703,261128.1299
1704,258695.8441
1705,254050.3449
1706,375922.3315
1707,178620.4402
1708,198938.4459
1709,279858.5198
1710,253928.3406
1711,250963.203
1712,258331.5612
1713,265276.5705
1714,196969.7817
1715,196250.8465
1716,204516.2838
1717,196759.8585
1718,169756.0674
1719,199619.7194
1720,240171.927
1721,202504.904
1722,150162.917
1723,149012.2363
1724,205320.886
1725,222300.8736
1726,169853.9644
1727,163542.8163
1728,193662.5256
1729,171208.3431
1730,205802.987
1731,116727.182
1732,119688.9933
1733,115518.656
1734,117464.0338
1735,129396.0593
1736,121911.9936
1737,265839.8069
1738,238949.2158
1739,207987.3848
1740,200466.0358
1741,199336.6403
1742,191838.255
1743,201789.5103
1744,346458.7273
1745,183670.7382
1746,229737.3808
1747,217469.9235
1748,199500.1122
1749,144230.6653
1750,156257.9774
1751,252862.0776
1752,132596.5649
1753,118632.0983
1754,205679.4933
1755,200964.4358
1756,114216.0627
1757,123269.7196
1758,114698.6726
1759,144984.8183
1760,150501.4104
1761,161631.8833
1762,139424.9265
1763,171986.2004
1764,113833.6399
1765,145157.2471
1766,165992.6503
1767,211892.0886
1768,132061.0786
1769,218364.1044
1770,155612.0274
1771,113048.2719
1772,112631.8731
1773,123853.7609
1774,159135.8372
1775,151894.4202
1776,116066.1133
1777,113004.183
1778,124620.8873
1779,132680.0069
1780,192434.2588
1781,116408.3564
1782,57666.98526
1783,130124.9353
1784,89436.33348
1785,170935.7382
1786,101304.2089
1787,175851.5697
1788,35943.48472
1789,122213.3585
1790,47669.3333
1791,172912.6626
1792,170200.9302
1793,159705.352
1794,158598.6296
1795,154603.5382
1796,167362.0075
1797,135911.0378
1798,117083.3824
1799,119262.9495
1800,113412.0802
1801,96092.62238
1802,144788.315
1803,164951.282
1804,138771.6114
1805,163542.4675
1806,151552.294
1807,121902.9871
1808,116616.4155
1809,109816.6351
1810,137597.0188
1811,87441.54582
1812,107553.0714
1813,117013.531
1814,87178.29043
1815,31708.219
1816,125626.0125
1817,75896.64416
1818,184536.4153
1819,203463.0253
1820,81118.66138
1821,137154.5206
1822,142945.4054
1823,28435.77058
1824,157352.3599
1825,124972.1317
1826,133655.8799
1827,113915.4935
1828,136842.992
1829,112029.4574
1830,138252.8406
1831,176298.9778
1832,84707.89593
1833,124931.4111
1834,140370.2581
1835,162159.4671
1836,139785.9878
1837,85778.40567
1838,133710.4025
1839,96856.52715
1840,128376.6948
1841,136355.7422
1842,107418.6642
1843,153136.1406
1844,166328.488
1845,140495.0211
1846,169204.9379
1847,159364.8717
1848,28543.02682
1849,94172.34331
1850,114017.4767
1851,162987.9772
1852,133038.3483
1853,127818.5485
1854,198822.2515
1855,186042.8817
1856,212473.372
1857,141487.7935
1858,132606.0949
1859,132606.0949
1860,167872.2182
1861,132593.1092
1862,235734.2438
1863,231111.3375
1864,231155.0167
1865,362336.0991
1866,368693.1228
1867,243258.8722
1868,282947.3703
1869,213819.3498
1870,235028.7097
1871,249227.5638
1872,192581.2058
1873,219302.9892
1874,151795.5886
1875,201990.9611
1876,193045.875
1877,202770.2948
1878,226717.3145
1879,147416.2143
1880,132476.6669
1881,200009.9379
1882,256119.6858
1883,178620.4402
1884,199104.8049
1885,261999.1617
1886,254305.9911
1887,223842.497
1888,254246.3209
1889,192732.8448
1890,95678.67054
1891,170189.1464
1892,85364.06395
1893,114111.5003
1894,121058.5216
1895,148797.0734
1896,146050.8379
1897,149845.1001
1898,161277.2355
1899,166460.2769
1900,191788.9137
1901,152089.5085
1902,116859.298
1903,209922.6388
1904,147023.3144
1905,176149.6698
1906,157469.7212
1907,219563.7682
1908,163298.4971
1909,163009.2704
1910,163155.6545
1911,193524.1359
1912,283842.3373
1913,106504.0382
1914,92561.01107
1915,323110.1039
1916,25908.05213
1917,241045.6319
1918,171513.509
1919,193422.459
1920,142386.3369
1921,353078.1971
1922,357863.5392
1923,194603.1534
1924,232092.7138
1925,197466.7795
1926,366229.4768
1927,142513.9843
1928,151415.8584
1929,133023.2355
1930,153393.5601
1931,161157.1477
1932,142046.024
1933,157785.0431
1934,185774.5722
1935,191018.7305
1936,169660.0277
1937,192837.9319
1938,148088.9778
1939,235238.4578
1940,214232.6117
1941,189121.0153
1942,183085.8277
1943,231536.5851
1944,301840.6741
1945,368587.8646
1946,184543.4135
1947,354554.4174
1948,202213.2113
1949,258815.5891
1950,198650.1211
1951,242857.0695
1952,210201.1812
1953,217365.2243
1954,215563.5931
1955,124488.7472
1956,245272.5037
1957,173807.6483
1958,267095.7838
1959,120838.5793
1960,103048.3428
1961,117889.4379
1962,158289.8518
1963,166545.4746
1964,131532.5035
1965,144380.9864
1966,171645.6718
1967,246599.5652
1968,326870.9941
1969,379100.579
1970,336211.7807
1971,401540.7588
1972,339851.5616
1973,278026.4878
1974,297692.7111
1975,438301.2992
1976,271697.4051
1977,312343.748
1978,262282.8719
1979,375111.1326
1980,227686.8667
1981,385054.4644
1982,248928.4651
1983,250061.505
1984,195551.7993
1985,216923.5694
1986,210598.3811
1987,211349.4504
1988,189069.4903
1989,213210.6416
1990,225186.5107
1991,229281.4367
1992,249279.5919
1993,178620.4402
1994,217214.7478
1995,212410.0419
1996,312328.5654
1997,332275.1967
1998,270085.3727
1999,231744.5052
2000,277203.1947
2001,229952.7251
2002,228317.1447
2003,252415.6466
2004,260699.7204
2005,178620.4402
2006,224693.0406
2007,261093.0639
2008,209073.1757
2009,172420.8191
2010,207118.6503
2011,183888.4603
2012,199253.9679
2013,169286.2872
2014,173130.827
2015,208317.9676
2016,169628.3626
2017,191856.9817
2018,145915.8661
2019,146442.356
2020,117690.902
2021,113141.6267
2022,202600.9657
2023,134741.5889
2024,218190.1012
2025,297542.6314
2026,191128.2576
2027,165072.6309
2028,192076.422
2029,173748.6029
2030,322931.8508
2031,271178.18
2032,308170.1349
2033,321741.0326
2034,199777.9343
2035,244968.559
2036,240684.4769
2037,240117.957
2038,361974.5511
2039,240072.1439
2040,312443.599
2041,322421.2325
2042,178620.4402
2043,152266.425
2044,164445.5553
2045,205030.1288
2046,122831.4157
2047,122975.6478
2048,125768.1123
2049,119537.0224
2050,181927.5608
2051,123934.3798
2052,116487.8608
